Item Code,AG,Unit Weight,Complexity Code,Product Group,Stock Value,Product Category Description,IMAGE
51D3B4YEZIAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15.12,RE,Unified Region Sales5-National Sales31,138121.2,Category 6256,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B4YEZ.jpg
51D3A1YXIGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15,RE,Unified Region Sales5-National Sales33,139539.3,Category 5709,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3A1YXI.jpg
51D4B2YVHGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.28,RE,Unified Region Sales65-National Sales181,83157.44,Category 10297,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YVH.jpg
51D4B2YLBGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.13,RE,Unified Region Sales6-National Sales12,99695.75,Category 10271,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YLB.jpg
51D4C2YHEGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.45,RE,Unified Region Sales6-National Sales15,58899,Category 11981,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4C2YHE.jpg
512M19YAXGAB00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.76,RE,Unified Region Sales6-National Sales17,89157.6,Category 2191,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2M19YAX.jpg
51D3D2YLJMAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.3,RE,Unified Region Sales6-National Sales17,101932.83,Category 7420,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3D2YLJ.jpg
51D4B2TLUGBA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12.56,RE,Unified Region Sales6-National Sales8,113283.76,Category 9823,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2TLU.jpg
51D3D2YLRQAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,17.69,RE,Unified Region Sales72-National Sales203,159598.82,Category 7423,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3D2YLR.jpg
512219YQEHAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,16.05,RE,Unified Region Sales78-National Sales344,146580.21,Category 1585,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=2219YQE.jpg
51D4B2TEGGBA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12.55,RE,Unified Region Sales7-National Sales15,113202.56,Category 9820,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2TEG.jpg
51D3D2YLGIAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,17.02,RE,Unified Region Sales7-National Sales24,153562.43,Category 7417,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3D2YLG.jpg
51D4A1YJOGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.21,RE,Unified Region Sales7-National Sales39,74533.84,Category 8708,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YJO.jpg
51D4B2YVFEAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.9,RE,Unified Region Sales87-National Sales226,70776.1,Category 10295,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YVF.jpg
51D3C4YCKGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12.98,RE,Unified Region Sales8-National Sales21,120730.65,Category 7064,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3C4YCK.jpg
51D4B2YLQGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.07,RE,Unified Region Sales9-National Sales27,66156,Category 10278,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YLQ.jpg
51D4B2YDCGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.85,RE,Unified Region Sales9-National Sales56,88246.15,Category 10262,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4B2YDC.jpg
51D2D2YEGGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,4.57,RE,z no,42510.14,Category 5134,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2D2YEG.jpg
51D2J1YYGGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.52,RE,z no,69073.71,Category 5305,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2J1YYG.jpg
51D3B4YHAGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,24.03,RE,z no,219514.05,Category 6272,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3B4YHA.jpg
51YA77YAEGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.16,RE,z no,55187.44,Category 44864,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YAE.jpg
51YA77YAGGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,5.62,RE,z no,50331.66,Category 44866,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YAG.jpg
51YA77YAMGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.47,RE,z no,57928.89,Category 44872,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YAM.jpg
51YA77YANGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,4.74,RE,z no,42501.5,Category 44873,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YAN.jpg
51YA77YAQGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.94,RE,z no,62130.66,Category 44876,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YAQ.jpg
51YA77YBCGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,4.58,RE,z no,41032.22,Category 44888,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBC.jpg
51YA77YBDGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,4.44,RE,z no,39777.96,Category 44889,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBD.jpg
51YA99YBYGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,17.89,RE,z no,160267.55,Category 45104,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YBY.jpg
51YA99YDIGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.89,RE,z no,88604.51,Category 45139,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YDI.jpg
51YA99YJWGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.15,RE,z no,90969.69,Category 45227,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YJW.jpg
51D2J1YXSGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.99,RE,z no,82609.11,Category 5297,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2J1YXS.jpg
51D2J1YYDGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.96,RE,z no,63955.44,Category 5303,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D2J1YYD.jpg
51D3BBYGPUAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,66.92,RE,z no,607195.78,Category 6359,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3BBYGP.jpg
51D3D2YLEGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.21,RE,z no,83544.31,Category 7416,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3D2YLE.jpg
51D3J2TAHHBAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.65,RE,z no,96937,Category 7836,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3J2TAH.jpg
51D3J2TAMHBAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,21.57,RE,z no,153019,Category 7839,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3J2TAM.jpg
51D3MSYLLGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,5.99,RE,z no,53682.33,Category 7990,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3MSYLL.jpg
51D3MSYLOGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.33,RE,z no,96827,Category 7992,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D3MSYLO.jpg
51D4A1YOOGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,8.45,RE,z no,75703.55,Category 8730,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4A1YOO.jpg
51D4G2YMAGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 12223,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4G2YMA.jpg
51D4G2YMBGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 12224,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4G2YMB.jpg
51D4G2YMCGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 12225,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D4G2YMC.jpg
50D5PIYHOGLA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17168,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PIYHO.jpg
50D5PIYHPGLA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17169,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PIYHP.jpg
50D5PIYHQGLA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17170,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PIYHQ.jpg
50D5PIYHRGLA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17171,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PIYHR.jpg
50D5PIYHSGLA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17172,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5PIYHS.jpg
51D5TOYARGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17974,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TOYAR.jpg
51D5TOYASGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17975,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TOYAS.jpg
51D5TOYATGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17976,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TOYAT.jpg
51D5TOYAUGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17977,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TOYAU.jpg
51D5TXYARGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17995,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TXYAR.jpg
51D5TXYASGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17996,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TXYAS.jpg
51D5TXYATGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17997,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TXYAT.jpg
51D5TXYAUGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,1,RE,z no,1,Category 17998,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=D5TXYAU.jpg
51DXPLYRRGAAP3,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.56,RE,z no,81190,Category 18480,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=DXPLYRR.jpg
51YA77YAFGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,7.08,RE,z no,63393.88,Category 44865,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YAF.jpg
51YA77YAHGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,5.9,RE,z no,52876.02,Category 44867,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YAH.jpg
51YA77YALGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.11,RE,z no,54775.33,Category 44871,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YAL.jpg
51YA77YAPGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,6.1,RE,z no,54649.9,Category 44875,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YAP.jpg
51YA77YAYGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,4.53,RE,z no,40548.43,Category 44884,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YAY.jpg
51YA77YBBGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,4.99,RE,z no,44669.57,Category 44887,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBB.jpg
51YA77YBEGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,4.86,RE,z no,43540.74,Category 44890,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBE.jpg
51YA77YBFGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.64,RE,z no,104237.96,Category 44891,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBF.jpg
51YA77YBHGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,16.54,RE,z no,148163.94,Category 44892,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBH.jpg
51YA77YBIGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15.99,RE,z no,143254.41,Category 44893,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBI.jpg
51YA77YBJGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.44,RE,z no,120408.96,Category 44894,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBJ.jpg
51YA77YBKGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15.37,RE,z no,137699.83,Category 44895,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBK.jpg
51YA77YBLGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15.53,RE,z no,139151.19,Category 44896,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBL.jpg
51YA77YBTGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,9.89,RE,z no,88586.59,Category 44904,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBT.jpg
51YA77YBUGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,14.1,RE,z no,126330.85,Category 44905,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBU.jpg
51YA77YBYGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12.6,RE,z no,112838.6,Category 44909,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBY.jpg
51YA77YBZGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.98,RE,z no,125246.82,Category 44910,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YBZ.jpg
51YA77YCAGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.37,RE,z no,92904.83,Category 44911,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YCA.jpg
51YA77YCBGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.1,RE,z no,117362.9,Category 44912,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YCB.jpg
51YA77YCFGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,14,RE,z no,125408.08,Category 44916,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YCF.jpg
51YA77YCGGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.4,RE,z no,120068.52,Category 44917,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YCG.jpg
51YA77YCIGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.42,RE,z no,120247.7,Category 44919,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YCI.jpg
51YA77YCJGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.61,RE,z no,95054.99,Category 44920,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YCJ.jpg
51YA77YCLGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12,RE,z no,107463.2,Category 44922,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YCL.jpg
51YA77YCPGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,16.68,RE,z no,149436.12,Category 44926,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YCP.jpg
51YA77YCRGAAP3,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15.52,RE,z no,122562,Category 44928,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YCR.jpg
51YA77YCWGAAP3,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,19.57,RE,z no,154536,Category 44931,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YCW.jpg
51YA77YDAGAAP1,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,20.33,RE,z no,161031,Category 44935,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YDA.jpg
51YA77YDCUAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,28.66,RE,z no,256764.94,Category 44937,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YDC.jpg
51YA77YDDUAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,38.15,RE,z no,341785.85,Category 44938,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA77YDD.jpg
51YA99YJTGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,17,RE,z no,152267.16,Category 45224,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YJT.jpg
51YA99YJVGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,10.78,RE,z no,96569.06,Category 45226,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YJV.jpg
51YA99YJYGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.49,RE,z no,120856.91,Category 45229,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YJY.jpg
51YA99YJZGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,12.77,RE,z no,114442.27,Category 45230,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YJZ.jpg
51YA99YKDGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.51,RE,z no,103153.93,Category 45234,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YKD.jpg
51YA99YKGGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.56,RE,z no,103548.12,Category 45237,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YKG.jpg
51YA99YKKGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,11.41,RE,z no,102177.39,Category 45241,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YKK.jpg
51YA99YKLGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,15.74,RE,z no,140978.82,Category 45242,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YKL.jpg
51YA99YKMGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,14.77,RE,z no,132324.43,Category 45243,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YKM.jpg
51YA99YKYUAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,47.54,RE,z no,425875.02,Category 45254,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YKY.jpg
51YA99YLAQAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,23.1,RE,z no,206970.82,Category 45256,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YLA.jpg
51YA99YLCQAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,23.52,RE,z no,210715.68,Category 45258,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YLC.jpg
51YA99YLDQAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,22.57,RE,z no,202240.47,Category 45259,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YLD.jpg
51YA99YLJUAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,36.87,RE,z no,330318.33,Category 45264,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YLJ.jpg
51YA99YLVGAA00,EVERYDAYS|GOLD PLAIN|MANGAL SUTRA|A|ALL|_|_,13.34,RE,z no,119495.14,Category 45276,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=YA99YLV.jpg
511160OPBAAA00,EVERYDAYS|GOLD PLAIN|NOSE PIN|A|_|_|_,7.22,RE,Unified Region Sales11-National Sales143,64120.82,Category 412,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=1160OPB.jpg
51M5PLOGQAAA00,EVERYDAYS|GOLD PLAIN|NOSE PIN|A|MODERN|_|_,1,RE,z no,1,Category 24642,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PLOGQ.jpg
51M5PLOGVAAA00,EVERYDAYS|GOLD PLAIN|NOSE PIN|A|MODERN|_|_,1,RE,z no,1,Category 24643,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=M5PLOGV.jpg
51T050PBLAAA00,EVERYDAYS|GOLD PLAIN|PENDANT|A|ALL|_|REG,1.6,RE,Unified Region Sales12-National Sales52,14806.4,Category 34686,https://jewbridge.titanjew.in/CatalogImages/api/ImageFetch/?Type=ProductImages&ImageName=T050PBL.jpg
